SnapShotId,CommentType,CourseId,UserId,Skip,Size,SkipThread,SizeThread
40354,Course,4974,95861,2,7,0,5
34781,Course,4416,81333,3,6,0,10
11734,Course,2112,97255,1,4,1,8
93790,Course,10317,62346,0,9,1,5
15064,Course,2445,84314,3,10,0,9
39065,Course,4845,77194,1,2,0,3
96426,Course,10581,65336,2,10,0,7
103620,Course,11300,69890,1,4,1,8
74200,Course,8358,73759,2,4,0,5
77400,Course,8678,50972,2,5,0,4
2385,Course,1176,66401,3,7,0,2
56567,Course,6595,97885,0,8,0,8
55647,Course,6503,98439,3,4,0,2
67470,Course,7685,76999,2,4,0,2
49439,Course,5882,70216,3,7,0,8
79835,Course,8922,67638,2,6,0,10
89814,Course,9920,90486,3,6,0,5
82575,Course,9196,72388,3,7,0,2
22106,Course,3149,63361,3,4,0,8
16591,Course,2597,51329,3,3,0,3
93517,Course,10290,57682,2,2,0,4
57085,Course,6647,78744,1,7,0,4
45584,Course,5497,51082,2,3,0,5
87378,Course,9676,62353,3,8,0,5
11999,Course,2138,58571,0,5,0,7
37789,Course,4717,71421,1,5,0,10
85504,Course,9489,66263,0,9,0,4
6004,Course,1538,64347,3,9,0,3
96211,Course,10559,73620,3,8,0,3
84999,Course,9438,98497,2,10,0,9
70179,Course,7956,74912,2,6,0,3
39388,Course,4877,51184,1,8,0,9
10269,Course,1965,69540,0,6,0,5
76006,Course,8539,75313,3,5,0,3
105555,Course,11494,58680,1,4,0,6
79385,Course,8877,71502,0,5,0,6
106363,Course,11574,82060,1,10,0,6
98306,Course,10769,81518,3,4,0,6
33815,Course,4320,86321,2,4,0,3
54579,Course,6396,81760,0,2,0,5
61784,Course,7117,83478,3,8,0,7
6182,Course,1556,67362,1,9,0,10
97896,Course,10728,68830,2,9,1,7
62239,Course,7162,97904,0,7,0,10
79173,Course,8855,77250,0,8,1,2
15935,Course,2532,54087,3,3,1,4
83018,Course,9240,72365,3,6,0,9
8469,Course,1785,65882,3,7,0,8
110300,Course,11968,82385,0,5,1,6
34619,Course,4400,53471,1,5,0,6
53191,Course,6257,90390,3,9,0,2
56479,Course,6586,93700,3,8,0,8
75240,Course,8462,67876,1,9,0,2
33451,Course,4283,64828,0,3,0,6
37190,Course,4657,57062,2,7,0,10
5259,Course,1464,73371,1,9,0,3
31329,Course,4071,83797,1,3,1,8
77991,Course,8737,95302,2,8,1,6
69520,Course,7890,73280,0,10,0,6
9298,Course,1868,92256,0,9,0,7
43450,Course,5283,69899,0,4,0,8
74134,Course,8352,68093,3,6,0,2
22778,Course,3216,67019,0,9,1,10
29831,Course,3921,72306,1,3,0,4
1891,Course,1127,78402,1,3,0,5
98579,Course,10796,77259,1,4,1,6
99140,Course,10852,55243,2,4,0,9
30968,Course,4035,60415,0,3,0,9
43163,Course,5254,72623,3,7,0,3
32474,Course,4186,90026,1,3,0,5
54065,Course,6345,77429,2,8,0,7
73963,Course,8334,76392,1,2,0,6
24055,Course,3344,71454,2,2,0,10
11434,Course,2082,83611,3,8,0,10
53935,Course,6332,50816,1,4,0,2
8307,Course,1768,74407,2,3,0,2
93226,Course,10261,92391,0,7,0,8
69875,Course,7926,52983,2,7,0,9
62468,Course,7185,83278,1,10,0,6
30896,Course,4028,88933,3,6,0,7
52821,Course,6220,63913,0,8,0,4
36372,Course,4575,80611,3,4,0,4
108105,Course,11749,67672,3,9,0,2
21699,Course,3108,61138,1,2,0,9
106186,Course,11557,60450,3,9,0,10
21289,Course,3067,82694,0,3,0,10
89421,Course,9880,55510,3,8,0,10
100631,Course,11001,59460,3,2,0,2
105844,Course,11523,53612,3,8,0,4
32011,Course,4139,53628,1,3,0,5
18628,Course,2801,92447,3,3,0,3
32212,Course,4159,54655,0,2,0,5
48122,Course,5750,83684,1,7,0,6
44930,Course,5431,73215,3,4,1,5
6642,Course,1602,91249,3,8,0,3
5078,Course,1446,55163,1,7,0,10
9839,Course,1922,55755,3,7,0,7
109509,Course,11889,83797,3,2,0,4
63411,Course,7279,94223,0,7,0,8
68951,Course,7833,58635,0,10,0,5
92110,Course,10149,75888,0,7,0,8
84366,Course,9375,62678,3,10,0,2
2103,Course,1148,73345,3,5,0,10
5386,Course,1476,84426,1,9,0,10
29740,Course,3912,84338,1,6,0,6
38894,Course,4828,68664,1,9,0,9
27951,Course,3733,97737,0,2,0,3
91123,Course,10050,65489,0,4,0,9
50680,Course,6006,81389,3,8,0,3
32891,Course,4227,53646,0,5,0,4
88976,Course,9836,86717,2,8,0,6
58858,Course,6824,77139,1,5,0,8
16381,Course,2576,94277,2,6,0,7
51127,Course,6051,92990,3,5,0,3
93013,Course,10239,62648,0,2,0,10
110108,Course,11949,67199,2,8,1,10
58210,Course,6759,87191,0,2,0,6
84990,Course,9437,92160,2,5,0,7
24427,Course,3381,82101,0,8,1,2
96853,Course,10623,76939,3,7,0,5
90135,Course,9952,98326,1,2,0,6
90723,Course,10010,80299,0,9,0,8
55662,Course,6504,67492,1,10,0,4
36206,Course,4559,81769,0,7,0,3
51396,Course,6078,80863,2,6,1,3
3211,Course,1259,61207,0,9,0,7
36709,Course,4609,50404,3,10,0,5
57294,Course,6668,95368,3,10,0,3
77397,Course,8678,96708,1,5,0,9
12020,Course,2140,88765,2,6,0,5
108347,Course,11773,66481,3,8,0,8
28333,Course,3771,73483,2,10,0,6
107735,Course,11712,95057,2,9,0,8
43594,Course,5298,73324,3,5,0,6
74044,Course,8343,82285,1,5,0,6
96163,Course,10554,66993,3,2,0,3
109747,Course,11913,95229,0,5,0,6
89793,Course,9917,67083,2,2,0,8
89108,Course,9849,72941,3,10,0,5
97730,Course,10711,50873,3,9,1,5
76926,Course,8631,62540,0,8,0,6
15578,Course,2496,97997,1,10,0,10
42608,Course,5199,64181,3,9,0,10
85095,Course,9448,53039,1,6,0,4
34757,Course,4414,59968,2,3,1,8
79795,Course,8918,52525,1,2,0,9
92453,Course,10183,89699,3,6,0,4
11398,Course,2078,73738,3,2,0,10
47015,Course,5640,60329,3,4,0,9
26305,Course,3569,52654,0,9,0,3
65032,Course,7441,64811,1,9,1,2
90093,Course,9947,97169,0,9,0,5
34523,Course,4390,57875,0,5,0,8
4268,Course,1365,80669,3,7,1,6
56609,Course,6599,92681,3,6,0,2
15545,Course,2493,67967,1,4,0,9
21158,Course,3054,73199,0,6,0,5
62543,Course,7192,67838,0,9,1,10
2671,Course,1205,61739,3,5,0,10
101992,Course,11137,68987,1,7,0,7
74099,Course,8348,56859,3,8,0,8
20385,Course,2977,98035,1,2,0,6
109391,Course,11877,89927,0,3,0,4
45682,Course,5506,75923,3,9,0,3
46305,Course,5569,62924,0,2,0,2
108675,Course,11806,61623,3,3,0,4
20692,Course,3007,89887,0,9,0,4
68206,Course,7759,50555,1,4,0,10
67106,Course,7649,51779,0,10,0,10
95624,Course,10501,52777,2,4,0,10
68857,Course,7824,50222,2,3,0,8
75803,Course,8518,72055,0,8,0,2
36696,Course,4608,81697,1,2,0,3
59040,Course,6842,55008,1,10,0,7
36640,Course,4602,73894,3,7,0,10
89254,Course,9864,72621,2,4,0,2
13131,Course,2251,55492,1,2,0,4
59231,Course,6861,96595,1,6,0,8
92142,Course,10152,92280,0,8,0,2
69799,Course,7918,51568,1,9,1,9
77813,Course,8719,72120,0,6,0,4
103561,Course,11294,86622,1,4,0,9
3004,Course,1238,90591,3,5,0,6
102508,Course,11189,71417,3,6,0,9
92448,Course,10183,74072,2,4,0,9
95581,Course,10496,82996,0,10,0,10
26656,Course,3604,84332,0,4,0,8
66762,Course,7614,52619,1,10,0,6
48052,Course,5743,62384,2,8,0,2
96810,Course,10619,51220,1,3,0,2
63942,Course,7332,64177,0,4,0,9
82968,Course,9235,95240,2,10,0,5
8728,Course,1811,80887,1,7,0,2
4632,Course,1401,87875,0,10,0,8
72465,Course,8185,97228,1,6,0,8
109319,Course,11870,56033,2,3,0,2
76418,Course,8580,76103,0,8,0,7
105508,Course,11489,68920,3,5,0,9
85727,Course,9511,68496,3,9,0,5
57758,Course,6714,63946,2,10,0,4
59601,Course,6898,79346,0,10,0,5
35796,Course,4518,73897,0,8,0,4
82902,Course,9228,73075,3,10,0,10
74379,Course,8376,87444,2,2,0,8
15748,Course,2513,71163,3,5,0,4
61952,Course,7133,80054,1,7,0,4
103450,Course,11283,84604,3,5,0,9
65532,Course,7491,74070,1,6,0,9
48428,Course,5781,50726,2,4,0,5
90848,Course,10023,84909,3,2,0,4
63240,Course,7262,95849,3,7,0,6
89476,Course,9886,80453,0,2,0,8
74262,Course,8364,56023,3,6,0,6
32830,Course,4221,97276,2,2,0,6
87511,Course,9689,92928,0,8,0,2
77603,Course,8698,87681,1,8,0,5
19197,Course,2858,71780,1,8,0,10
6797,Course,1617,64291,1,4,0,2
41789,Course,5117,73877,1,6,0,6
91419,Course,10080,82238,1,4,0,8
45479,Course,5486,63106,3,5,0,7
97270,Course,10665,91669,1,7,0,3
107384,Course,11677,82157,1,5,0,7
79475,Course,8886,69372,0,10,1,4
40828,Course,5021,72588,3,8,0,9
81474,Course,9086,89433,1,5,0,7
67538,Course,7692,92011,1,5,0,8
62200,Course,7158,61919,0,2,1,2
93035,Course,10242,53661,0,4,1,8
27899,Course,3728,65927,1,2,0,3
100814,Course,11020,64268,0,6,0,4
43077,Course,5246,97969,1,7,1,3
38979,Course,4836,70754,1,7,0,5
52146,Course,6153,94484,2,5,0,6
26945,Course,3633,55921,3,5,0,8
5157,Course,1453,97052,3,5,0,7
96637,Course,10602,68815,1,9,0,5
34769,Course,4415,89282,0,5,0,8
109698,Course,11908,67296,1,3,1,9
3720,Course,1310,88196,1,7,0,7
95744,Course,10513,77612,0,2,0,9
26681,Course,3606,88762,0,7,1,6
20274,Course,2966,51008,1,5,0,3
19483,Course,2886,86170,3,4,0,6
77634,Course,8702,64347,0,8,0,10
8440,Course,1782,60015,0,7,0,5
18539,Course,2792,96673,2,7,0,6
68993,Course,7837,90724,3,10,0,3
101440,Course,11082,54455,2,5,1,8
28808,Course,3819,56252,2,9,0,10
62547,Course,7193,64963,2,4,0,8
68219,Course,7760,77711,3,2,1,5
14590,Course,2397,61012,3,10,0,10
86186,Course,9557,54464,2,6,0,3
30359,Course,3974,85686,1,4,0,8
61085,Course,7047,56101,0,6,0,10
77848,Course,8723,73439,0,7,0,10
13923,Course,2330,55879,1,7,0,6
16408,Course,2579,77362,2,2,0,2
84840,Course,9422,78341,3,7,0,8
93647,Course,10303,78503,0,3,0,3
97699,Course,10708,61879,1,5,0,2
40685,Course,5007,50816,3,5,0,9
106247,Course,11563,58439,2,8,1,2
91882,Course,10126,60496,0,10,0,6
31420,Course,4080,53143,1,6,0,6
28285,Course,3767,83632,3,4,0,5
37500,Course,4688,83980,0,7,0,4
53717,Course,6310,52572,2,6,0,4
47980,Course,5736,74874,2,9,0,2
54319,Course,6370,55672,3,10,0,9
32759,Course,4214,65685,0,8,0,6
27293,Course,3667,85105,0,7,0,4
60921,Course,7030,60950,0,10,0,7
13781,Course,2316,55100,2,5,0,4
20268,Course,2965,58904,2,8,0,10
103391,Course,11277,91428,0,8,1,10
26409,Course,3579,90254,0,7,0,10
106849,Course,11623,89192,0,4,0,4
24240,Course,3362,72321,3,4,0,6
69452,Course,7883,60009,0,7,1,10
23416,Course,3280,55787,1,2,0,7
4028,Course,1341,90211,3,10,0,8
31869,Course,4125,61248,1,9,0,6
40070,Course,4945,77049,3,4,0,9
12794,Course,2218,66221,3,10,1,10
23308,Course,3269,79840,1,6,0,10
80088,Course,8947,95209,2,8,0,7
75692,Course,8507,55430,1,8,0,9
106701,Course,11608,96311,0,2,0,6
7530,Course,1691,92254,1,8,0,9
11615,Course,2100,77429,3,4,0,3
56788,Course,6617,50429,0,8,1,3
56814,Course,6620,85640,1,7,0,6
44522,Course,5390,81026,0,5,0,3
87211,Course,9659,87657,1,9,0,7
108938,Course,11832,92091,3,9,0,9
89913,Course,9929,98075,0,7,0,3
85879,Course,9526,51967,1,7,0,10
8559,Course,1794,87398,1,2,0,3
40895,Course,5028,80331,0,4,0,8
106913,Course,11629,67756,0,9,0,4
10575,Course,1996,94991,1,4,0,4
75600,Course,8498,58391,1,8,0,8
75072,Course,8445,64958,1,7,0,7
89096,Course,9848,72394,2,5,1,2
66113,Course,7549,63472,1,2,0,2
53329,Course,6271,76207,0,8,1,4
28985,Course,3837,62109,1,9,0,6
61927,Course,7131,75807,1,10,0,7
40666,Course,5005,84716,2,4,0,9
52206,Course,6159,58914,3,2,0,6
14897,Course,2428,79336,0,10,1,9
32933,Course,4231,96301,3,5,0,9
63814,Course,7320,85217,0,8,0,8
109662,Course,11904,77089,3,6,0,7
60254,Course,6964,52703,0,4,0,10
98032,Course,10741,58045,0,6,0,3
24531,Course,3391,72123,1,7,0,3
68111,Course,7749,57314,2,4,0,8
97806,Course,10719,94854,2,2,0,5
72060,Course,8144,51100,3,4,0,2
43680,Course,5306,91672,1,8,0,8
67174,Course,7656,75645,3,8,0,9
98353,Course,10773,64451,3,9,0,6
108632,Course,11801,73586,1,8,0,4
10970,Course,2035,85150,0,8,0,6
2465,Course,1184,67567,3,2,0,5
101358,Course,11074,54496,2,3,0,2
6515,Course,1589,57260,3,3,0,9
59068,Course,6845,56774,0,3,1,3
53886,Course,6327,81965,1,9,0,9
94775,Course,10416,86071,3,9,0,4
95061,Course,10444,57127,0,6,0,6
23324,Course,3271,71416,3,5,0,6
73359,Course,8274,94322,3,5,0,10
98178,Course,10756,71472,3,4,0,9
75853,Course,8523,76202,1,10,0,8
28172,Course,3755,95713,2,7,0,9
50046,Course,5943,53663,3,4,0,8
42785,Course,5217,56082,0,3,0,9
75544,Course,8493,66072,1,7,0,3
14059,Course,2344,53276,3,5,0,6
6847,Course,1622,63440,0,7,0,10
70492,Course,7987,77392,3,5,1,9
105453,Course,11483,68586,3,9,0,9
66830,Course,7621,80453,0,9,0,4
106662,Course,11604,71316,1,5,0,4
81885,Course,9127,55250,3,9,0,2
5498,Course,1488,67501,1,4,0,2
31822,Course,4120,78707,0,2,0,7
92729,Course,10211,52241,0,7,0,6
64938,Course,7432,87058,0,2,0,2
15425,Course,2481,86694,3,8,0,7
104337,Course,11372,52837,1,9,0,2
63357,Course,7274,94876,0,9,0,7
12372,Course,2175,61180,0,9,1,2
19863,Course,2924,82442,3,10,0,6
93974,Course,10336,80740,1,8,0,3
81840,Course,9122,67377,3,5,0,2
38083,Course,4746,79327,3,9,0,5
69826,Course,7921,53088,3,8,0,2
7924,Course,1730,56001,3,7,0,4
39164,Course,4855,52796,2,9,1,4
29738,Course,3912,74515,0,7,0,10
40838,Course,5022,96505,2,3,1,3
50183,Course,5956,54469,2,2,0,2
7075,Course,1645,97545,3,2,0,10
33183,Course,4256,81791,1,2,0,10
44040,Course,5342,88452,3,6,0,7
8657,Course,1803,85580,0,5,0,4
97461,Course,10684,73277,3,6,0,2
5225,Course,1460,55712,3,7,0,4
86221,Course,9560,93342,0,8,1,10
79896,Course,8928,91508,1,3,0,8
68773,Course,7815,86973,0,5,0,8
45529,Course,5491,60264,0,2,0,2
65201,Course,7458,69555,2,6,0,3
60221,Course,6960,60382,0,4,0,5
98611,Course,10799,77477,0,10,0,2
82192,Course,9157,50416,1,6,0,2
64368,Course,7375,74606,0,3,0,8
6303,Course,1568,66766,2,2,0,10
2864,Course,1224,53626,0,10,0,5
69662,Course,7904,79942,1,10,0,9
97935,Course,10732,72819,1,3,0,3
33352,Course,4273,84781,3,2,0,3
30225,Course,3961,64529,3,2,0,10
64271,Course,7365,86911,2,10,0,7
65260,Course,7464,67409,1,3,0,3
31381,Course,4076,60646,1,4,0,3
33581,Course,4296,59004,2,3,0,10
53721,Course,6310,62559,2,8,0,2
63338,Course,7272,69856,1,4,0,2
74509,Course,8389,77036,2,5,0,9
1675,Course,1105,98027,2,3,0,10
68701,Course,7808,91807,0,9,0,8
91883,Course,10126,83505,0,9,0,10
8419,Course,1780,60728,0,8,0,3
32957,Course,4234,56917,3,9,0,2
7803,Course,1718,52975,0,8,0,5
43983,Course,5336,79084,0,6,0,4
97042,Course,10642,92063,1,8,0,2
92418,Course,10180,92113,1,7,0,10
75676,Course,8506,85736,0,3,0,3
30589,Course,3997,70615,0,10,1,5
8667,Course,1804,66116,0,3,0,10
57009,Course,6639,51826,3,8,0,8
109523,Course,11890,69215,2,8,0,8
26581,Course,3596,53233,2,8,0,7
81778,Course,9116,56051,2,10,1,2
19835,Course,2922,94684,1,3,1,10
38584,Course,4797,91550,2,9,0,2
101361,Course,11074,58166,2,6,0,7
101003,Course,11038,66475,0,8,0,3
37235,Course,4662,98220,1,2,0,2
45083,Course,5446,56697,3,10,0,4
25033,Course,3441,83111,2,3,0,7
26402,Course,3578,77194,3,6,0,2
2594,Course,1197,61859,0,3,0,10
50263,Course,5964,88936,0,5,0,5
30408,Course,3979,92462,2,4,0,3
54431,Course,6381,59812,2,8,0,4
28404,Course,3779,63653,3,2,0,4
88480,Course,9786,82071,1,3,0,4
74661,Course,8404,89149,3,6,1,2
27590,Course,3697,57411,3,10,0,6
35826,Course,4521,76323,2,7,0,10
22583,Course,3196,85458,0,3,0,5
67922,Course,7730,75094,2,2,0,7
95041,Course,10442,57951,3,5,0,6
65001,Course,7438,73383,1,6,0,7
26685,Course,3607,54867,2,7,0,10
105431,Course,11481,94934,1,8,0,9
988,Course,1037,86435,0,9,0,8
26553,Course,3593,96348,3,4,0,10
22414,Course,3180,65479,1,3,0,8
87259,Course,9664,59419,0,3,0,10
71802,Course,8118,81410,2,8,0,7
29767,Course,3915,63241,3,3,1,2
66329,Course,7571,83874,1,10,0,6
30098,Course,3948,94536,2,4,0,5
40158,Course,4954,79310,3,3,0,9
10505,Course,1989,73546,3,6,0,9
10890,Course,2027,52153,1,2,0,9
45312,Course,5469,67409,1,6,0,10
38487,Course,4787,52260,0,8,0,7
71760,Course,8114,84180,3,5,0,10
53879,Course,6326,78508,3,2,0,3
69416,Course,7880,64878,1,3,0,9
91553,Course,10093,74731,1,6,0,4
11498,Course,2088,75934,3,3,0,7
72429,Course,8181,53795,3,3,1,8
58319,Course,6770,95422,2,7,0,10
42172,Course,5155,77482,3,6,0,3
8015,Course,1739,82750,3,10,0,10
105159,Course,11454,86235,3,4,0,9
29478,Course,3886,87143,3,2,0,10
32118,Course,4150,95179,1,9,0,2
81036,Course,9042,70285,1,9,0,6
38114,Course,4750,88143,2,6,1,3
101114,Course,11050,94638,3,6,0,3
64235,Course,7362,73594,3,7,1,6
20371,Course,2975,94463,1,7,1,9
34921,Course,4430,62857,0,7,0,7
21140,Course,3052,62627,1,2,0,9
72607,Course,8199,94672,3,3,0,5
5796,Course,1517,50217,1,7,0,2
55255,Course,6464,93412,3,2,0,6
68412,Course,7779,60419,2,10,0,4
57063,Course,6644,63484,2,2,0,9
69218,Course,7860,55674,2,3,0,9
48005,Course,5739,64634,2,7,0,2
23467,Course,3285,59322,2,9,0,6
35014,Course,4440,70698,0,4,0,7
39966,Course,4935,50354,3,4,0,4
54885,Course,6427,65592,3,8,0,8
108258,Course,11764,69987,2,10,1,7
57599,Course,6698,86247,3,4,0,3
107248,Course,11663,57242,2,2,0,3
39837,Course,4922,60784,0,6,0,8
83233,Course,9261,87820,0,6,0,8
26324,Course,3571,81565,0,7,0,5
18392,Course,2777,60815,0,10,0,5
45709,Course,5509,82754,3,9,0,10
46130,Course,5551,97145,1,8,0,6
55387,Course,6477,81964,0,10,0,5
75810,Course,8519,79229,3,3,0,5
61405,Course,7079,51444,1,8,0,3
4631,Course,1401,92880,2,3,0,8
99630,Course,10901,81084,2,4,0,9
97510,Course,10689,53044,3,4,0,5
93529,Course,10291,57355,2,2,0,9
10298,Course,1968,93163,2,10,0,10
106884,Course,11627,64545,2,10,0,4
96744,Course,10613,51399,3,6,0,10
76796,Course,8618,58295,3,7,1,7
39683,Course,4906,80217,0,2,0,9
59474,Course,6886,69525,3,7,1,3
43096,Course,5248,91538,1,6,1,5
34847,Course,4423,64967,0,7,0,10
64493,Course,7387,73633,1,7,0,2
1976,Course,1135,86172,3,6,0,8
33847,Course,4323,96223,3,2,0,6
80142,Course,8952,75215,3,3,1,5
78927,Course,8831,89737,0,9,0,6
3589,Course,1297,60610,1,2,1,4
69564,Course,7895,86244,2,4,0,10
63581,Course,7296,89732,0,10,0,10
31612,Course,4099,75224,2,4,0,8
49926,Course,5931,64740,2,9,0,3
89211,Course,9859,61739,3,6,0,9
35788,Course,4517,76961,3,4,0,2
74308,Course,8369,60096,2,9,0,2
52689,Course,6207,84604,2,10,0,9
102851,Course,11223,60761,3,4,1,4
107093,Course,11647,60970,1,3,0,8
108142,Course,11752,57039,1,6,0,8
70089,Course,7947,67007,3,2,0,7
66723,Course,7610,60057,3,8,0,6
29635,Course,3902,59726,1,6,0,6
10438,Course,1982,60031,2,9,0,9
42360,Course,5174,96495,1,10,1,7
46383,Course,5576,95939,2,10,0,6
1388,Course,1077,85947,0,10,0,4
10279,Course,1966,70133,2,5,0,2
96597,Course,10598,59579,2,3,0,10
49292,Course,5867,87886,1,7,0,10
86021,Course,9540,58750,2,4,0,9
5002,Course,1438,98008,3,2,0,10
23642,Course,3302,78984,3,9,0,9
40229,Course,4961,56123,3,10,0,4
1745,Course,1112,77177,2,2,0,8
46567,Course,5595,51215,1,4,1,3
110047,Course,11943,85311,2,5,0,5
94802,Course,10418,81685,0,5,1,10
81011,Course,9039,76543,1,3,0,5
56299,Course,6568,72311,3,3,0,2
80553,Course,8993,64688,2,5,0,2
42907,Course,5229,52399,0,5,0,3
89155,Course,9854,84206,0,6,0,10
102224,Course,11161,86044,3,9,0,10
49896,Course,5928,54033,0,8,0,8
23937,Course,3332,77826,0,8,0,7
12983,Course,2236,73803,1,6,0,6
73693,Course,8307,78840,1,3,0,10
36702,Course,4608,51344,2,10,0,7
50965,Course,6035,84458,2,3,0,9
80649,Course,9003,53319,3,2,0,9
29607,Course,3899,90217,1,7,0,9
49448,Course,5883,84388,0,4,0,6
67150,Course,7653,85646,0,6,0,9
94142,Course,10352,91982,1,8,0,9
97278,Course,10666,57562,1,4,0,7
9765,Course,1915,80179,3,5,0,5
16305,Course,2569,74220,0,3,0,6
101637,Course,11102,65147,1,9,0,2
84709,Course,9409,79502,3,4,0,5
95261,Course,10464,86678,3,6,1,2
4108,Course,1349,67578,3,4,0,4
17208,Course,2659,66198,0,4,1,8
16380,Course,2576,97941,2,2,0,8
19077,Course,2846,91079,3,8,0,4
76118,Course,8550,73110,1,6,0,7
13696,Course,2308,97096,0,10,0,7
102084,Course,11147,59929,3,7,0,3
35967,Course,4535,83968,0,7,0,5
9587,Course,1897,77361,0,9,0,6
20407,Course,2979,87441,0,9,0,8
52996,Course,6238,76167,1,2,0,3
20657,Course,3004,58065,1,4,0,3
55343,Course,6472,58618,1,7,0,5
71575,Course,8096,87031,2,10,0,10
107986,Course,11737,60069,0,3,0,5
90592,Course,9997,76494,3,8,0,6
66843,Course,7622,71252,2,7,0,9
81360,Course,9074,95546,3,7,0,7
39289,Course,4867,93610,3,10,0,8
35933,Course,4531,89908,0,8,0,9
19587,Course,2897,91250,3,4,1,7
55663,Course,6504,72302,3,2,1,8
2357,Course,1173,67801,1,2,0,8
99967,Course,10935,94080,3,9,0,9
46114,Course,5550,87251,2,7,0,8
46284,Course,5567,90356,2,4,0,6
79095,Course,8848,72894,3,5,0,5
17001,Course,2638,67278,1,7,0,6
77071,Course,8645,93880,0,3,0,5
63475,Course,7286,58610,0,2,0,7
100419,Course,10980,61860,1,9,0,5
34223,Course,4360,66330,3,6,0,8
40081,Course,4946,50529,2,7,0,3
39992,Course,4937,87255,1,10,0,9
77021,Course,8640,97341,1,2,0,7
43633,Course,5301,66245,2,8,0,2
77631,Course,8701,72051,1,9,0,6
60360,Course,6974,80641,1,4,0,9
66028,Course,7541,94953,1,4,0,4
31905,Course,4129,85214,1,10,1,5
72733,Course,8211,55114,2,9,1,2
63748,Course,7313,87638,3,8,0,8
62377,Course,7176,65690,0,7,1,5
65194,Course,7458,66059,1,10,0,8
89745,Course,9913,65059,1,5,0,10
18320,Course,2770,96792,3,5,0,8
15508,Course,2489,90586,2,7,1,9
6213,Course,1559,50470,0,4,1,8
85202,Course,9458,79777,1,6,0,2
94473,Course,10385,81473,1,8,0,3
70358,Course,7974,65018,2,4,0,2
66489,Course,7587,59881,0,9,0,10
86460,Course,9584,94947,3,7,1,8
10318,Course,1970,51679,3,7,0,7
36592,Course,4597,96367,0,9,0,4
37584,Course,4697,56049,1,6,0,4
99987,Course,10937,83810,1,10,0,6
75344,Course,8473,70878,2,4,0,10
26167,Course,3555,61263,1,8,0,9
9243,Course,1862,73912,1,7,0,8
13542,Course,2292,52874,3,4,0,10
96375,Course,10576,78032,1,10,0,10
109925,Course,11931,94290,1,3,0,4
56032,Course,6541,87034,3,3,0,3
60451,Course,6983,53056,1,5,0,10
64931,Course,7431,83043,2,5,0,6
27878,Course,3726,52519,3,2,0,7
68818,Course,7820,64263,1,10,0,5
50393,Course,5977,75734,2,10,0,7
27995,Course,3738,58043,1,7,0,3
67807,Course,7719,74024,2,5,0,9
36872,Course,4625,90423,0,6,1,5
96888,Course,10627,74825,3,6,0,6
10323,Course,1970,64982,2,8,0,6
18591,Course,2797,67304,3,3,0,6
52670,Course,6205,69758,0,6,0,9
43127,Course,5251,59358,1,4,0,8
51130,Course,6051,81409,3,7,0,7
39609,Course,4899,94068,2,7,0,6
72304,Course,8169,58580,2,9,0,4
96390,Course,10577,62914,2,10,0,5
17721,Course,2710,75079,2,6,0,3
67350,Course,7673,91805,2,2,0,5
38037,Course,4742,89722,0,6,0,8
66204,Course,7559,70065,0,6,0,5
18626,Course,2801,89048,2,9,0,7
50805,Course,6019,76990,1,3,0,9
94047,Course,10343,69201,1,5,0,5
87945,Course,9733,70464,2,3,0,2
51066,Course,6045,75601,2,4,0,3
25622,Course,3500,88420,1,9,0,2
70881,Course,8026,77818,2,8,0,3
38433,Course,4781,72136,0,3,0,8
63777,Course,7316,52538,1,8,0,7
72903,Course,8228,79338,0,2,0,7
99580,Course,10896,50821,2,8,1,10
26981,Course,3636,86512,0,3,1,5
86459,Course,9584,67533,0,4,0,8
94072,Course,10345,67225,3,2,0,4
100768,Course,11015,74159,3,10,0,3
12254,Course,2164,75857,2,7,0,9
52194,Course,6158,86897,0,3,0,10
109514,Course,11890,77034,1,9,1,8
33754,Course,4314,68929,0,7,0,6
57716,Course,6710,87762,0,7,0,6
41395,Course,5078,77525,2,2,0,4
94071,Course,10345,60545,1,6,0,4
8135,Course,1751,73207,2,2,0,8
96878,Course,10626,55645,0,7,0,5
105921,Course,11530,59272,2,10,0,9
95746,Course,10513,84215,3,9,0,3
70823,Course,8020,68337,3,5,0,9
5675,Course,1505,88505,1,7,0,2
41576,Course,5096,66257,1,3,0,8
73320,Course,8270,93062,2,4,1,2
49261,Course,5864,80818,0,10,0,7
66486,Course,7587,60909,1,5,0,2
37075,Course,4646,57312,0,10,0,4
92293,Course,10167,53040,3,5,0,8
91726,Course,10111,84842,3,8,0,7
77792,Course,8717,60061,0,5,0,6
67850,Course,7723,67987,0,7,0,10
106200,Course,11558,59028,2,5,0,7
51688,Course,6107,66306,0,6,1,6
71376,Course,8076,94516,0,10,0,6
36295,Course,4568,72170,3,8,0,10
77943,Course,8732,95183,3,5,0,10
13470,Course,2285,68971,3,3,0,9
100050,Course,10943,61824,0,7,0,9
66926,Course,7631,78394,2,2,0,3
94728,Course,10411,92012,1,10,0,7
94790,Course,10417,77259,0,4,0,6
5702,Course,1508,77778,0,6,0,2
88879,Course,9826,72922,1,8,0,8
50483,Course,5986,83681,0,2,0,9
33552,Course,4293,52903,3,4,0,4
87932,Course,9731,92922,0,3,1,5
44947,Course,5433,97951,3,2,0,2
41003,Course,5038,91903,1,9,0,4
